No,Kalimat,Judul,Penulis,Fakultas
7,Populasi penelitian ini adalah perusahaan yang termasuk dalam indeks JII70 di Bursa Efek Indonesia tahun 2018-2021.,"SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
8,Sedangkan sampel penelitian ini diperoleh sebanyak 36 perusahaan yang diseleksi dengan metode purposive sampling.,"SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
9,Teknik analisis data yang digunakan adalah analisis regresi linear berganda.,"SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
10,"Hasil penelitian ini menunjukan bahwa secara parsial ukuran perusahaan dan penghargaan berpengaruh positif dan signifikan terhadap pengungkapan ISR, sedangkan profitabilitas dan umur perusahaan tidak berpengaruh terhadap pengungkapan ISR.","SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
11,"Kata Kunci : Profitabilitas, Ukuran Perusahaan, Umur Perusahaan, Penghargaan, Islamic Social Reporting","SKRIPSI PENGARUH PROFITABILITAS, UKURAN PERUSAHAAN, UMUR PERUSAHAAN, DAN PENGHARGAAN, TERHADAP PENGUNGKAPAN ISLAMIC SOCIAL REPORTING (ISR) PADA PERUSAHAAN YANG TERDAFTAR DI JAKARTA ISLAMIC INDEX 70 PERIODE 2018-2021",TATA WULANDARI,PRODI_S1_AKUNTANSIFAKULTAS_FE
1,ABSTRAK Tujuan penelitian ini untuk mengetahui pengaruh kinerja keuangan dan corporate social responsibility terhadap return saham.,SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
2,"Penelitian ini menggunakan variabel kinerja keuangan berupa rasio likuiditas yang diproksikan menggunakan current ratio (CR), rasio solvabilitas yang diproksikan menggunakan Debt to Equity Ratio (DER), rasio profitabilitas yang diproksikan menggunakan return on equity (ROE) dan variabel corporate social responsibility (CSR) sebagai variabel independen.",SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
3,Metode penelitian yang digunakan adalah penelitian kuantitatif dengan sumber data berupa data sekunder.,SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
4,Penelitian ini menggunakan populasi dari perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia tahun 2017-2021.,SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
5,Sampel dalam penelitian ini diperoleh melalui teknik purposive sampling dengan jumlah sampel sebanyak 66 dari populasi sebanyak 155 yang sesuai dengan kriteria tertentu yang telah ditentukan.,SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
6,Teknik analisis data yang digunakan dalam penelitian ini adalah teknik analisis regresi berganda.,SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
7,"Hasil penelitian ini menunjukkan bahwa secara parsial kinerja keuangan yaitu rasio likuitidas yang diproksikan dengan CR tidak berpengaruh terhadap return saham, kinerja keuangan yaitu rasio solvabilitas yang diproksikan dengan DER tidak berpengaruh terhadap return saham, kinerja keuangan yaitu rasio profitabilitas yang diproksikan dengan ROE tidak berpengaruh terhadap return saham, sedangkan CSR memengaruhi secara signifikan dengan arah negatif terhadap return saham.",SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
8,Diharapkan para investor memperhatikan faktor-faktor lain yang mempengaruhi return saham dan perusahaan juga perlu meningkatkan kinerjanya agar para investor tertarik untuk beriventasi sehingga dapat mempengaruhi jumlah penjualan saham dan harga saham akan meningkat yang nantinya juga berpengaruh pada meningkatnya jumlah return saham.,SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
9,"Kata Kunci: CR, DER, ROE, Corporate Social Responsibility, Return Saham",SKRIPSI PENGARUH KINERJA KEUANGAN DAN CORPORATE SOCIAL RESPONSIBILITY TERHADAP RETURN SAHAM PERUSAHAAN MANUFAKTUR YANG TERDAFTAR DI BURSA EFEK INDONESIA PERIODE 2017 – 2021,FITRI SATIMAH HARSANTI,PRODI_S1_AKUNTANSIFAKULTAS_FE
1,"ABSTRAK MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN Khusna Nadzif 1910201006 Jurusan Ilmu Administrasi Negara, Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Tidar Indonesia merupakan negara dengan jumlah penduduk tinggi.",SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
2,Hal tersebut tentu akan menyebabkan tingginya pengangguran.,SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
3,"Pengangguran di Kabupaten Magelang mengalami kenaikan setiap tahunnya, permasalahan tersebut salah satunya ditangani oleh Dinas Perindustrian dan Tenaga Kerja.",SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
4,Penelitian ini bertujuan untuk mendeskripsikan dan menganalisis manajemen strategi Dinas Perindustrian dan Tenaga Kerja Kabupaten Magelang dalam mengurangi pengangguran.,SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
5,Metode penelitian yang digunakan adalah kualitatif.,SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
6,Sumber data penelitian diperoleh dari data primer dan data sekunder.,SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
7,Informan penelitian ditentukan dengan teknik purposive sampling dan random sampling yang terdiri dari 8 orang.,SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
8,"Hasil penelitian menunjukkan bahwa manajemen strategi di Dinas Perindustrian dan Tenaga Kerja Kabupaten Magelang sudah berjalan cukup baik; aspek pengamatan lingkungan didukung stakeholders, peraturan pemerintah, sumber daya manusia dan sarana prasarana, struktur birokrasi dan budaya organisasi, sedangkan kelemahannya pada sumber daya keuangan dan luasnya wilayah; aspek perumusan strategi berpedoman terhadap visi dan misi Bupati Magelang serta RPJMD; aspek pelaksanaan strategi berjalan dengan baik, adapun kendalanya pada ketidakcocokan lowongan kerja dengan minat masyarakat, monitoring, serta kurangnya anggaran; dari aspek evaluasi dan pengawasan dilakukan baik dan tidak menerapkan reward and punishment.",SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
9,"Untuk faktor pendukung dan penghambatnya, yakni; aspek komunikasi strategi, informasi tersampaikan tetapi respon masyarakat kurang; aspek kepemimpinan organisasi belum menghasilkan alternatif inovasi sedangkan pemberian motivasi berjalan dengan baik.",SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
10,"Kata kunci: Manajemen Strategi, Pengangguran, Dinas Perindustrian dan Tenaga Kerja",SKRIPSI MANAJEMEN STRATEGI DINAS PERINDUSTRIAN DAN TENAGA KERJA KABUPATEN MAGELANG DALAM MENGURANGI PENGANGGURAN,KHUSNA NADZIF,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
1,Tidak Tersedia Deskripsi,PRESTASI BELAJAR BIDANG STUDI BAHASA INDONESIA TERHADAP PRESTASI BELAJAR BIDANG STUDI IPS KELAS IV SE-KECAMATAN BANYUBIRU KABUPATEN SEMARANG TAHUN AJARAN 1991-1992,MISKIYATUN NAFIJAH,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,ABSTRAK UKM Sarung Tenun Goyor Cap Botol Terbang merupakan usaha produksi sarung tenun goyor yang masih menggunakan ATBM (Alat Tenun Bukan Mesin) di Kota Magelang.,SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
2,Jumlah produksi sarung cap Botol Terbang mengalami penurunan sehingga mengharuskan UKM Sarung Tenun Goyor Cap Botol Terbang menerapkan strategi guna meningkatkan kinerja karyawan sehingga produksi sarung dapat terus meningkat.,SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
3,Penelitian ini bertujuan untuk merumuskan strategi guna meningkatkan kinerja karyawan.,SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
4,Data yang digunakan penelitian ini yaitu data primer yang diperoleh dari hasil wawancara dan observasi.,SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
5,"Teknik analisis data pada penelitian meliputi analisis SWOT (Strength, Weakness, Opportunity, Treaths) dan QSPM (Quantitative Strategic Planning Matrix).",SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
6,Berdasarkan analisi SWOT UKM Sarung Tenun Goyor Cap Botol Terbang berada pada kuadran I dan mendukung kebijakan pertumbuhan yang agresif.,SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
7,"Berdasarkan analisis QSPM prioritas strategi untuk meningkatkan kinerja karyawan yaitu memberikan reward dalam bentuk bonus kepada karyawan dengan kinerja yang baik dengan TAS sebesar 7,07.",SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
8,"Kata kunci : Kinerja Karyawan, SWOT, dan QSPM",SKRIPSI STRATEGI PENINGKATAN KINERJA KARYAWAN UKM SARUNG TENUN GOYOR CAP BOTOL TERBANG KOTA MAGELANG,NIDYA ASTUTI,PRODI_S1_MANAJEMENFAKULTAS_FE
1,ABSTRAK Semakin ketatnya persaingan di dunia bisnis menuntut setiap organisasi pelayanan publik dapat memiliki daya saing kuat.,"SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
2,Meningkatnya perpindahan karyawan atau disebut juga Turnover menjadi hal yang perlu mendapatkan perhatian dari organisasi.,"SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
3,Turnover pada karyawan dapat menimbulkan dampak negatif yaitu menciptakan ketidakstabilan terhadap kondisi tenaga kerja dan peningkatan biaya sumber daya manusia.,"SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
4,"Penelitian ini bertujuan untuk mengetahui Pengaruh Kepuasan Kerja, Job Insecurity, dan Komitmen Organisasi terhadap Turnover Intention pada Pegawai Non PNS di RSJ Prof.Dr.Soerojo Magelang.","SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
5,Penelitian ini menggunakan pendekatan kuantitatif dengan mengumpulkan data melalui penyebaran kuesioner.,"SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
6,"Populasi penelitian ini yaitu 173 pegawai Non PNS di RSJ Prof.Dr.Soerojo Magelang, sehingga sampel yang ditetapkan menggunakan rumus Slovin didapatkan sejumlah 121 responden dengan teknik proportional random sampling serta analisis data yang digunakan yaitu analisis regresi linear berganda.","SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
7,"Penelitian ini memperoleh hasil bahwa : 1) Kepuasan Kerja secara parsial berpengaruh negatif dan tidak signifikan terhadap Turnover Intention pegawai Non PNS di RSJ Prof.Dr.Soerojo Magelang, 2) Job Insecurity secara parsial berpengaruh positif dan signifikan terhadap Turnover Intention pegawai Non PNS di RSJ Prof.Dr.Soerojo Magelang, 3) Komitmen Organisasi secara parsial berpengaruh negatif dan signifikan terhadap Turnover Intention pegawai Non PNS di RSJ Prof.Dr.Soerojo Magelang.","SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
8,"Kata kunci: Kepuasan Kerja, Job Insecurity, Komitmen Organisasi, Turnover Intention","SKRIPSI PENGARUH KEPUASAN KERJA, JOB INSECURITY DAN KOMITMEN ORGANISASI TERHADAP TURNOVER INTENTION PEGAWAI NON PNS RSJ PROF DR.SOEROJO MAGELANG",RAHAJENG DWIJAYANTI,PRODI_S1_MANAJEMENFAKULTAS_FE
1,ABSTRAK Pandemi Covid-19 di Indonesia mendorong pemerintah Indonesia mengeluarkan kebijakan School From Home sebagai bentuk tanggung jawab sosial terhadap masalah yang dihadapi.,SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
2,Dengan adanya kebijakan School From Home yang mana kegiatan pembelajaran dilakukan secara online juga mengakibatkan kegiatan komunikasi di kalangan mahasiswa harus dilakukan secara online.,SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
3,Dalam kondisi pandemi Covid-19 proses komunikasi langsung atau tatap muka sangat dibatasi sehingga hal tersebut dapat memengaruhi komunikasi antarpribadi dalam friendship relationship mahasiswa.,SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
4,Salah satu media komunikasi yang dapat membantu mahasiswa tetap menjaga kegiatan komunikasinya adalah menggunakan media chatting.,SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
5,Tujuan penelitian ini untuk mengetahui efektivitas komunikasi antarpribadi dalam friendship relationship di kalangan mahasiswa melalui penggunaan media chatting di masa pandemi Covid-19.,SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
6,"Penelitian ini menggunakan metode kualitatif dengan pendekatan fenomenologi, adapun teknik yang digunakan untuk mengambil sampel yaitu purposive sampling.",SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
7,"Hasil penelitian menunjukkan bahwa friendship relationship yang dijalin oleh informan mahasiswa angkatan 2018 tidak mengalami perubahan, sedangkan friendship relationship yang dijalin oleh informan mahasiswa 2019 mengalami perubahan di awal masa pandemi Covid-19.",SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
8,Dalam hal penggunaan media chatting sebagai media komunikasi selama masa pandemi Covid-19 dikatakan memiliki kemampuan tinggi untuk membantu kegiatan komunikasi informan berjalan secara maksimal.,SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
9,"Kata kunci : Efektivitas KAP, Friendship Relationship, Komunikasi Online, Media Chatting",SKRIPSI EFEKTIVITAS KOMUNIKASI ANTARPRIBADI DALAM FRIENDSHIP RELATIONSHIP DI KALANGAN MAHASISWA MELALUI PENGGUNAAN MEDIA CHATTING DI MASA PANDEMI COVID-19,ERIKA DHAMAYANTIE,PRODI_S1_ILMU_KOMUNIKASIFAKULTAS_ILMU_SOSIAL_DAN_POLITIK
1,"ABSTRACT Azizi, Firdaus Fakhri (2022).",SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
2,""" DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL "".",SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
3,Undergraduate Thesis.,SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
4,"Magelang: English Department, Faculty of Education and Teachers' Training, Tidar University.",SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
5,Dr.,SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
6,"Sri Sarwanti, M.Hum.",SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
7,"as the first advisor, M.",SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
8,"Fatkhu Arifin, M.Pd.",SKRIPSI DEVELOPING ENGLISH SPEAKING MATERIALS USING THINK-PAIR-SHARE + STATION ROTATION MODEL FOR 11TH GRADERS OF VOCATIONAL HIGH SCHOOL,FIRDAUS FAKHRI AZIZI,PRODI_S1_PENDIDIKAN_BAHASA_INGGRISFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
